NONMMUT000025.2 	NONHSAT126642.2
NONMMUT014681.2 	NONHSAT169411.1
NONMMUT014701.2 	NONHSAT096631.2
NONMMUT014730.2 	NONHSAT037360.2
NONMMUT014741.2 	NONHSAT234343.1
NONMMUT014747.2 	NONHSAT233212.1
NONMMUT014799.2 	NONHSAT037487.2
NONMMUT014849.2 	NONHSAT037533.2
NONMMUT014863.2 	NONHSAT037537.2
NONMMUT014909.2 	NONHSAT037576.2
NONMMUT014910.2 	NONHSAT233788.1
NONMMUT014955.2 	NONHSAT037654.2
NONMMUT014958.2 	NONHSAT037652.2
NONMMUT014964.2 	NONHSAT233803.1
NONMMUT014968.2 	NONHSAT198864.1
NONMMUT014992.2 	NONHSAT037727.2
NONMMUT014995.2 	NONHSAT169489.1
NONMMUT014997.2 	NONHSAT234416.1
NONMMUT015032.2 	NONHSAT168643.1
NONMMUT015041.2 	NONHSAT037814.2
NONMMUT015058.2 	NONHSAT233813.1
NONMMUT015066.2 	NONHSAT037858.2
NONMMUT015076.2 	NONHSAT233819.1
NONMMUT015078.2 	NONHSAT233820.1
NONMMUT015102.2 	NONHSAT037922.2
NONMMUT015106.2 	NONHSAT170203.1
NONMMUT015113.2 	NONHSAT234447.1
NONMMUT015133.2 	NONHSAT037992.2
NONMMUT015144.2 	NONHSAT052928.2
NONMMUT015208.2 	NONHSAT168680.1
NONMMUT015228.2 	NONHSAT038052.2
NONMMUT015332.2 	NONHSAT039159.2
NONMMUT015347.2 	NONHSAT137668.2
NONMMUT015348.2 	NONHSAT208006.1
NONMMUT015357.2 	NONHSAT039186.2
NONMMUT015421.2 	NONHSAT168806.1
NONMMUT015440.2 	NONHSAT233895.1
NONMMUT015450.2 	NONHSAT039320.2
NONMMUT015481.2 	NONHSAT170476.1
NONMMUT015491.2 	NONHSAT168838.1
NONMMUT015511.2 	NONHSAT039455.2
NONMMUT015584.2 	NONHSAT151171.1
NONMMUT015620.2 	NONHSAT169695.1
NONMMUT015663.2 	NONHSAT234545.1
NONMMUT015664.2 	NONHSAT039675.2
NONMMUT015706.2 	NONHSAT039764.2
NONMMUT015709.2 	NONHSAT233953.1
NONMMUT015875.2 	NONHSAT040002.2
NONMMUT015891.2 	NONHSAT233988.1
NONMMUT015918.2 	NONHSAT234578.1
NONMMUT015978.2 	NONHSAT168996.1
NONMMUT015983.2 	NONHSAT168997.1
NONMMUT016020.2 	NONHSAT144551.2
NONMMUT016060.2 	NONHSAT169790.1
NONMMUT016062.2 	NONHSAT040399.2
NONMMUT016103.2 	NONHSAT142052.2
NONMMUT016106.2 	NONHSAT142124.2
NONMMUT016108.2 	NONHSAT040430.2
NONMMUT016144.2 	NONHSAT213009.1
NONMMUT016169.2 	NONHSAT213248.1
NONMMUT016172.2 	NONHSAT119428.2
NONMMUT016178.2 	NONHSAT204740.1
NONMMUT016225.2 	NONHSAT011163.2
NONMMUT016235.2 	NONHSAT115204.2
NONMMUT016238.2 	NONHSAT156567.1
NONMMUT016249.2 	NONHSAT154986.1
NONMMUT016264.2 	NONHSAT156517.1
NONMMUT016294.2 	NONHSAT228663.1
NONMMUT016353.2 	NONHSAT226156.1
NONMMUT016368.2 	NONHSAT226153.1
NONMMUT016389.2 	NONHSAT169324.1
NONMMUT016401.2 	NONHSAT155424.1
NONMMUT016402.2 	NONHSAT002728.2
NONMMUT016423.2 	NONHSAT213440.1
NONMMUT016440.2 	NONHSAT253327.1
NONMMUT016470.2 	NONHSAT120258.2
NONMMUT016493.2 	NONHSAT120243.2
NONMMUT016556.2 	NONHSAT208932.1
NONMMUT016571.2 	NONHSAT250922.1
NONMMUT016581.2 	NONHSAT052290.2
NONMMUT016612.2 	NONHSAT108334.2
NONMMUT016613.2 	NONHSAT207008.1
NONMMUT016631.2 	NONHSAT108329.2
NONMMUT016665.2 	NONHSAT252072.1
NONMMUT016674.2 	NONHSAT189221.1
NONMMUT016686.2 	NONHSAT108165.2
NONMMUT016718.2 	NONHSAT250917.1
NONMMUT016724.2 	NONHSAT223983.1
NONMMUT016739.2 	NONHSAT200638.1
NONMMUT016740.2 	NONHSAT182101.1
NONMMUT016745.2 	NONHSAT007317.2
NONMMUT016749.2 	NONHSAT208869.1
NONMMUT016768.2 	NONHSAT206945.1
NONMMUT016778.2 	NONHSAT250888.1
NONMMUT016781.2 	NONHSAT250885.1
NONMMUT016782.2 	NONHSAT108048.2
NONMMUT016804.2 	NONHSAT208863.1
NONMMUT016807.2 	NONHSAT108043.2
NONMMUT016809.2 	NONHSAT206940.1
NONMMUT016815.2 	NONHSAT252034.1
NONMMUT016864.2 	NONHSAT102974.2
NONMMUT016888.2 	NONHSAT208601.1
NONMMUT016893.2 	NONHSAT208602.1
NONMMUT016921.2 	NONHSAT208618.1
NONMMUT016927.2 	NONHSAT106831.2
NONMMUT016951.2 	NONHSAT250735.1
NONMMUT016953.2 	NONHSAT104368.2
NONMMUT016954.2 	NONHSAT240634.1
NONMMUT016958.2 	NONHSAT251876.1
NONMMUT016967.2 	NONHSAT107047.2
NONMMUT016973.2 	NONHSAT208639.1
NONMMUT016979.2 	NONHSAT206681.1
NONMMUT017022.2 	NONHSAT206720.1
NONMMUT017091.2 	NONHSAT206768.1
NONMMUT017105.2 	NONHSAT208725.1
NONMMUT017112.2 	NONHSAT107679.2
NONMMUT017181.2 	NONHSAT107779.2
NONMMUT017195.2 	NONHSAT107796.2
NONMMUT017203.2 	NONHSAT107804.2
NONMMUT017206.2 	NONHSAT250829.1
NONMMUT017237.2 	NONHSAT210265.1
NONMMUT017262.2 	NONHSAT208791.1
NONMMUT017277.2 	NONHSAT251990.1
NONMMUT017359.2 	NONHSAT107939.2
NONMMUT017361.2 	NONHSAT210297.1
NONMMUT017365.2 	NONHSAT206904.1
NONMMUT017372.2 	NONHSAT208839.1
NONMMUT017378.2 	NONHSAT252026.1
NONMMUT017473.2 	NONHSAT211521.1
NONMMUT017487.2 	NONHSAT257587.1
NONMMUT017496.2 	NONHSAT132941.2
NONMMUT017651.2 	NONHSAT203659.1
NONMMUT017662.2 	NONHSAT250631.1
NONMMUT017692.2 	NONHSAT249526.1
NONMMUT017704.2 	NONHSAT206355.1
NONMMUT017718.2 	NONHSAT203262.1
NONMMUT017742.2 	NONHSAT103983.2
NONMMUT017753.2 	NONHSAT132753.2
NONMMUT017767.2 	NONHSAT220914.1
NONMMUT017819.2 	NONHSAT219748.1
NONMMUT017826.2 	NONHSAT256827.1
NONMMUT017849.2 	NONHSAT229239.1
NONMMUT017937.2 	NONHSAT221043.1
NONMMUT017955.2 	NONHSAT255026.1
NONMMUT017986.2 	NONHSAT222085.1
NONMMUT017999.2 	NONHSAT147879.2
NONMMUT018100.2 	NONHSAT179553.1
NONMMUT018117.2 	NONHSAT179577.1
NONMMUT018235.2 	NONHSAT203737.1
NONMMUT018242.2 	NONHSAT202060.1
NONMMUT018252.2 	NONHSAT100036.2
NONMMUT018253.2 	NONHSAT094423.2
NONMMUT018359.2 	NONHSAT102890.2
NONMMUT018396.2 	NONHSAT102829.2
NONMMUT018400.2 	NONHSAT204475.1
NONMMUT018412.2 	NONHSAT202910.1
NONMMUT018419.2 	NONHSAT204474.1
NONMMUT018422.2 	NONHSAT250243.1
NONMMUT018430.2 	NONHSAT102806.2
NONMMUT018448.2 	NONHSAT249342.1
NONMMUT018450.2 	NONHSAT102752.2
NONMMUT018455.2 	NONHSAT102742.2
NONMMUT018460.2 	NONHSAT100581.2
NONMMUT018468.2 	NONHSAT081366.2
NONMMUT018501.2 	NONHSAT250221.1
NONMMUT018512.2 	NONHSAT102663.2
NONMMUT018525.2 	NONHSAT249306.1
NONMMUT018591.2 	NONHSAT061441.2
NONMMUT018594.2 	NONHSAT204393.1
NONMMUT018640.2 	NONHSAT102391.2
NONMMUT018650.2 	NONHSAT102373.2
NONMMUT018663.2 	NONHSAT250162.1
NONMMUT018665.2 	NONHSAT102345.2
NONMMUT018672.2 	NONHSAT249258.1
NONMMUT018732.2 	NONHSAT102235.2
NONMMUT018734.2 	NONHSAT102227.2
NONMMUT018809.2 	NONHSAT204314.1
NONMMUT018818.2 	NONHSAT250134.1
NONMMUT018855.2 	NONHSAT102043.2
NONMMUT018879.2 	NONHSAT007292.2
NONMMUT018994.2 	NONHSAT202679.1
NONMMUT019001.2 	NONHSAT101765.2
NONMMUT019018.2 	NONHSAT202670.1
NONMMUT019025.2 	NONHSAT081338.2
NONMMUT019068.2 	NONHSAT250071.1
NONMMUT019222.2 	NONHSAT202640.1
NONMMUT019266.2 	NONHSAT204215.1
NONMMUT019290.2 	NONHSAT202615.1
NONMMUT019313.2 	NONHSAT204196.1
NONMMUT019327.2 	NONHSAT249140.1
NONMMUT019329.2 	NONHSAT101523.2
NONMMUT019342.2 	NONHSAT011721.2
NONMMUT019370.2 	NONHSAT205773.1
NONMMUT019371.2 	NONHSAT061664.2
NONMMUT019389.2 	NONHSAT200097.1
NONMMUT019425.2 	NONHSAT101419.2
NONMMUT019435.2 	NONHSAT250038.1
NONMMUT019451.2 	NONHSAT005619.2
NONMMUT019490.2 	NONHSAT101321.2
NONMMUT019541.2 	NONHSAT100767.2
NONMMUT019608.2 	NONHSAT147633.2
NONMMUT019609.2 	NONHSAT072520.2
NONMMUT019666.2 	NONHSAT193964.1
NONMMUT019725.2 	NONHSAT090674.2
NONMMUT019743.2 	NONHSAT193646.1
NONMMUT019759.2 	NONHSAT195497.1
NONMMUT019777.2 	NONHSAT189848.1
NONMMUT019834.2 	NONHSAT232637.1
NONMMUT019840.2 	NONHSAT157142.1
NONMMUT019841.2 	NONHSAT050260.2
NONMMUT019843.2 	NONHSAT013950.2
NONMMUT019860.2 	NONHSAT013979.2
NONMMUT019868.2 	NONHSAT229122.1
NONMMUT019869.2 	NONHSAT155662.1
NONMMUT019870.2 	NONHSAT157148.1
NONMMUT019871.2 	NONHSAT157149.1
NONMMUT019878.2 	NONHSAT146540.2
NONMMUT019918.2 	NONHSAT251016.1
NONMMUT019924.2 	NONHSAT155681.1
NONMMUT019930.2 	NONHSAT228344.1
NONMMUT019931.2 	NONHSAT228342.1
NONMMUT019945.2 	NONHSAT157186.1
NONMMUT019959.2 	NONHSAT173121.1
NONMMUT020035.2 	NONHSAT229153.1
NONMMUT020036.2 	NONHSAT229155.1
NONMMUT020057.2 	NONHSAT015106.2
NONMMUT020095.2 	NONHSAT193936.1
NONMMUT020126.2 	NONHSAT193925.1
NONMMUT020193.2 	NONHSAT089991.2
NONMMUT020199.2 	NONHSAT195786.1
NONMMUT020222.2 	NONHSAT195781.1
NONMMUT020296.2 	NONHSAT228231.1
NONMMUT020298.2 	NONHSAT156997.1
NONMMUT020306.2 	NONHSAT155479.1
NONMMUT020334.2 	NONHSAT013132.2
NONMMUT020336.2 	NONHSAT173769.1
NONMMUT020341.2 	NONHSAT229220.1
NONMMUT020382.2 	NONHSAT155789.1
NONMMUT020503.2 	NONHSAT209029.1
NONMMUT020521.2 	NONHSAT035616.2
NONMMUT020588.2 	NONHSAT168441.1
NONMMUT020592.2 	NONHSAT175015.1
NONMMUT020601.2 	NONHSAT169338.1
NONMMUT020605.2 	NONHSAT234255.1
NONMMUT020675.2 	NONHSAT168496.1
NONMMUT020696.2 	NONHSAT210659.1
NONMMUT020702.2 	NONHSAT170120.1
NONMMUT020724.2 	NONHSAT035568.2
NONMMUT020732.2 	NONHSAT234047.1
NONMMUT020790.2 	NONHSAT169049.1
NONMMUT020800.2 	NONHSAT233536.1
NONMMUT020801.2 	NONHSAT215868.1
NONMMUT020819.2 	NONHSAT035710.2
NONMMUT020824.2 	NONHSAT035720.2
NONMMUT020825.2 	NONHSAT168161.1
NONMMUT020829.2 	NONHSAT035726.2
NONMMUT020833.2 	NONHSAT035750.2
NONMMUT020836.2 	NONHSAT035760.2
NONMMUT020936.2 	NONHSAT158685.1
NONMMUT020940.2 	NONHSAT035886.2
NONMMUT020948.2 	NONHSAT237022.1
NONMMUT020954.2 	NONHSAT233552.1
NONMMUT020963.2 	NONHSAT035909.2
NONMMUT020969.2 	NONHSAT168181.1
NONMMUT020990.2 	NONHSAT169114.1
NONMMUT021031.2 	NONHSAT102126.2
NONMMUT021080.2 	NONHSAT032378.2
NONMMUT021082.2 	NONHSAT232589.1
NONMMUT021110.2 	NONHSAT154019.1
NONMMUT021111.2 	NONHSAT232644.1
NONMMUT021120.2 	NONHSAT032581.2
NONMMUT021130.2 	NONHSAT232622.1
NONMMUT021164.2 	NONHSAT033777.2
NONMMUT021165.2 	NONHSAT233232.1
NONMMUT021180.2 	NONHSAT033797.2
NONMMUT021188.2 	NONHSAT233233.1
NONMMUT021189.2 	NONHSAT033826.2
NONMMUT021197.2 	NONHSAT138216.2
NONMMUT021237.2 	NONHSAT125066.2
NONMMUT021260.2 	NONHSAT255695.1
NONMMUT021263.2 	NONHSAT255692.1
NONMMUT021286.2 	NONHSAT255688.1
NONMMUT021288.2 	NONHSAT124973.2
NONMMUT021319.2 	NONHSAT125740.2
NONMMUT021354.2 	NONHSAT125667.2
NONMMUT021369.2 	NONHSAT254938.1
NONMMUT021391.2 	NONHSAT255774.1
NONMMUT021466.2 	NONHSAT255763.1
NONMMUT021488.2 	NONHSAT217964.1
NONMMUT021553.2 	NONHSAT166756.1
NONMMUT021568.2 	NONHSAT120099.2
NONMMUT021615.2 	NONHSAT165673.1
NONMMUT021644.2 	NONHSAT232769.1
NONMMUT021645.2 	NONHSAT166720.1
NONMMUT021663.2 	NONHSAT223398.1
NONMMUT021673.2 	NONHSAT033544.2
NONMMUT021699.2 	NONHSAT033506.2
NONMMUT021750.2 	NONHSAT033428.2
NONMMUT021755.2 	NONHSAT004912.2
NONMMUT021758.2 	NONHSAT233161.1
NONMMUT021781.2 	NONHSAT033376.2
NONMMUT021790.2 	NONHSAT165742.1
NONMMUT021821.2 	NONHSAT233266.1
NONMMUT021886.2 	NONHSAT128017.2
NONMMUT021972.2 	NONHSAT018194.2
NONMMUT022029.2 	NONHSAT166925.1
NONMMUT022033.2 	NONHSAT166927.1
NONMMUT022058.2 	NONHSAT166937.1
NONMMUT022062.2 	NONHSAT166939.1
NONMMUT022064.2 	NONHSAT034412.2
NONMMUT022119.2 	NONHSAT034472.2
NONMMUT022124.2 	NONHSAT166973.1
NONMMUT022126.2 	NONHSAT165663.1
NONMMUT022152.2 	NONHSAT165999.1
NONMMUT022270.2 	NONHSAT233337.1
NONMMUT022281.2 	NONHSAT034592.2
NONMMUT022349.2 	NONHSAT232891.1
NONMMUT022402.2 	NONHSAT034741.2
NONMMUT022478.2 	NONHSAT232911.1
NONMMUT022479.2 	NONHSAT166166.1
NONMMUT022482.2 	NONHSAT167135.1
NONMMUT022491.2 	NONHSAT232917.1
NONMMUT022495.2 	NONHSAT233404.1
NONMMUT022520.2 	NONHSAT232922.1
NONMMUT022558.2 	NONHSAT167161.1
NONMMUT022559.2 	NONHSAT034982.2
NONMMUT022599.2 	NONHSAT101179.2
NONMMUT022612.2 	NONHSAT202530.1
NONMMUT022665.2 	NONHSAT249042.1
NONMMUT022670.2 	NONHSAT010401.2
NONMMUT022690.2 	NONHSAT202502.1
NONMMUT022692.2 	NONHSAT101046.2
NONMMUT022700.2 	NONHSAT202500.1
NONMMUT022760.2 	NONHSAT249963.1
NONMMUT022765.2 	NONHSAT126573.2
NONMMUT022797.2 	NONHSAT249008.1
NONMMUT022817.2 	NONHSAT100881.2
NONMMUT022830.2 	NONHSAT056914.2
NONMMUT022848.2 	NONHSAT202364.1
NONMMUT022917.2 	NONHSAT203913.1
NONMMUT023006.2 	NONHSAT202263.1
NONMMUT023026.2 	NONHSAT203852.1
NONMMUT023077.2 	NONHSAT255270.1
NONMMUT023210.2 	NONHSAT217432.1
NONMMUT023211.2 	NONHSAT256144.1
NONMMUT023235.2 	NONHSAT005320.2
NONMMUT023270.2 	NONHSAT053953.2
NONMMUT023415.2 	NONHSAT162214.1
NONMMUT023474.2 	NONHSAT128404.2
NONMMUT023574.2 	NONHSAT128555.2
NONMMUT023605.2 	NONHSAT217573.1
NONMMUT023649.2 	NONHSAT216370.1
NONMMUT023651.2 	NONHSAT256243.1
NONMMUT023659.2 	NONHSAT128984.2
NONMMUT023662.2 	NONHSAT129001.2
NONMMUT023667.2 	NONHSAT239592.1
NONMMUT023671.2 	NONHSAT216393.1
NONMMUT023684.2 	NONHSAT216398.1
NONMMUT023697.2 	NONHSAT255423.1
NONMMUT023718.2 	NONHSAT157117.1
NONMMUT023737.2 	NONHSAT256300.1
NONMMUT023742.2 	NONHSAT216447.1
NONMMUT023793.2 	NONHSAT129183.2
NONMMUT023817.2 	NONHSAT129230.2
NONMMUT023820.2 	NONHSAT255468.1
NONMMUT023873.2 	NONHSAT127253.2
NONMMUT023875.2 	NONHSAT129370.2
NONMMUT023954.2 	NONHSAT216629.1
NONMMUT023980.2 	NONHSAT000738.2
NONMMUT023987.2 	NONHSAT255539.1
NONMMUT023988.2 	NONHSAT255541.1
NONMMUT024029.2 	NONHSAT160115.1
NONMMUT024072.2 	NONHSAT192313.1
NONMMUT024092.2 	NONHSAT182102.1
NONMMUT024117.2 	NONHSAT085114.2
NONMMUT024119.2 	NONHSAT192326.1
NONMMUT024158.2 	NONHSAT162925.1
NONMMUT024165.2 	NONHSAT192905.1
NONMMUT024167.2 	NONHSAT245192.1
NONMMUT024183.2 	NONHSAT086649.2
NONMMUT024189.2 	NONHSAT086653.2
NONMMUT024203.2 	NONHSAT192358.1
NONMMUT024207.2 	NONHSAT193216.1
NONMMUT024208.2 	NONHSAT086697.2
NONMMUT024326.2 	NONHSAT226735.1
NONMMUT024349.2 	NONHSAT086922.2
NONMMUT024361.2 	NONHSAT245248.1
NONMMUT024373.2 	NONHSAT244913.1
NONMMUT024383.2 	NONHSAT192946.1
NONMMUT024390.2 	NONHSAT087037.2
NONMMUT024392.2 	NONHSAT087041.2
NONMMUT024424.2 	NONHSAT087098.2
NONMMUT024467.2 	NONHSAT192474.1
NONMMUT024475.2 	NONHSAT192475.1
NONMMUT024487.2 	NONHSAT087275.2
NONMMUT024515.2 	NONHSAT087303.2
NONMMUT024625.2 	NONHSAT193055.1
NONMMUT024651.2 	NONHSAT236501.1
NONMMUT024660.2 	NONHSAT027710.2
NONMMUT024673.2 	NONHSAT130313.2
NONMMUT024739.2 	NONHSAT162095.1
NONMMUT024758.2 	NONHSAT162101.1
NONMMUT024781.2 	NONHSAT102237.2
NONMMUT024783.2 	NONHSAT162105.1
NONMMUT024795.2 	NONHSAT215937.1
NONMMUT024799.2 	NONHSAT122979.2
NONMMUT024817.2 	NONHSAT232028.1
NONMMUT024821.2 	NONHSAT162110.1
NONMMUT024839.2 	NONHSAT163497.1
NONMMUT024840.2 	NONHSAT162115.1
NONMMUT024841.2 	NONHSAT232032.1
NONMMUT024866.2 	NONHSAT231207.1
NONMMUT024877.2 	NONHSAT027959.2
NONMMUT024904.2 	NONHSAT028010.2
NONMMUT024912.2 	NONHSAT028017.2
NONMMUT024914.2 	NONHSAT162162.1
NONMMUT024922.2 	NONHSAT028057.2
NONMMUT024931.2 	NONHSAT028070.2
NONMMUT024939.2 	NONHSAT028086.2
NONMMUT024966.2 	NONHSAT231228.1
NONMMUT024981.2 	NONHSAT231234.1
NONMMUT024983.2 	NONHSAT232064.1
NONMMUT024990.2 	NONHSAT163528.1
NONMMUT025057.2 	NONHSAT162190.1
NONMMUT025071.2 	NONHSAT028287.2
NONMMUT025080.2 	NONHSAT231249.1
NONMMUT025081.2 	NONHSAT028320.2
NONMMUT025085.2 	NONHSAT232074.1
NONMMUT025119.2 	NONHSAT224273.1
NONMMUT025121.2 	NONHSAT163571.1
NONMMUT025123.2 	NONHSAT082151.2
NONMMUT025136.2 	NONHSAT092235.2
NONMMUT025142.2 	NONHSAT162227.1
NONMMUT025145.2 	NONHSAT028510.2
NONMMUT025254.2 	NONHSAT090484.2
NONMMUT025280.2 	NONHSAT173558.1
NONMMUT025286.2 	NONHSAT236371.1
NONMMUT025303.2 	NONHSAT140312.2
NONMMUT025316.2 	NONHSAT017591.2
NONMMUT025318.2 	NONHSAT090530.2
NONMMUT025325.2 	NONHSAT140344.2
NONMMUT025414.2 	NONHSAT172636.1
NONMMUT025441.2 	NONHSAT235838.1
NONMMUT025443.2 	NONHSAT140478.2
NONMMUT025464.2 	NONHSAT173599.1
NONMMUT025470.2 	NONHSAT235845.1
NONMMUT025506.2 	NONHSAT058971.2
NONMMUT025508.2 	NONHSAT172674.1
NONMMUT025545.2 	NONHSAT140673.2
NONMMUT025548.2 	NONHSAT235858.1
NONMMUT025577.2 	NONHSAT173628.1
NONMMUT025585.2 	NONHSAT143382.2
NONMMUT025605.2 	NONHSAT174729.1
NONMMUT025658.2 	NONHSAT083726.2
NONMMUT025684.2 	NONHSAT192669.1
NONMMUT025685.2 	NONHSAT170026.1
NONMMUT025700.2 	NONHSAT192037.1
NONMMUT025708.2 	NONHSAT192040.1
NONMMUT025721.2 	NONHSAT103264.2
NONMMUT025727.2 	NONHSAT192625.1
NONMMUT025731.2 	NONHSAT083302.2
NONMMUT025848.2 	NONHSAT117636.2
NONMMUT025877.2 	NONHSAT175325.1
NONMMUT025928.2 	NONHSAT024163.2
NONMMUT025994.2 	NONHSAT093885.2
NONMMUT026006.2 	NONHSAT246121.1
NONMMUT026008.2 	NONHSAT093897.2
NONMMUT026010.2 	NONHSAT195111.1
NONMMUT026017.2 	NONHSAT093899.2
NONMMUT026031.2 	NONHSAT247076.1
NONMMUT026049.2 	NONHSAT093923.2
NONMMUT026072.2 	NONHSAT198041.1
NONMMUT026074.2 	NONHSAT196772.1
NONMMUT026084.2 	NONHSAT093967.2
NONMMUT026122.2 	NONHSAT196791.1
NONMMUT026126.2 	NONHSAT196798.1
NONMMUT026127.2 	NONHSAT247097.1
NONMMUT026129.2 	NONHSAT094037.2
NONMMUT026147.2 	NONHSAT247117.1
NONMMUT026177.2 	NONHSAT196830.1
NONMMUT026256.2 	NONHSAT060886.2
NONMMUT026346.2 	NONHSAT245804.1
NONMMUT026357.2 	NONHSAT091588.2
NONMMUT026406.2 	NONHSAT245777.1
NONMMUT026453.2 	NONHSAT114689.2
NONMMUT026505.2 	NONHSAT095998.2
NONMMUT026537.2 	NONHSAT245760.1
NONMMUT026581.2 	NONHSAT196139.1
NONMMUT026610.2 	NONHSAT091342.2
NONMMUT026617.2 	NONHSAT091331.2
NONMMUT026650.2 	NONHSAT091306.2
NONMMUT026661.2 	NONHSAT194341.1
NONMMUT026673.2 	NONHSAT196116.1
NONMMUT026676.2 	NONHSAT126142.2
NONMMUT026687.2 	NONHSAT194335.1
NONMMUT026704.2 	NONHSAT224083.1
NONMMUT026708.2 	NONHSAT246736.1
NONMMUT026758.2 	NONHSAT196109.1
NONMMUT026760.2 	NONHSAT189279.1
NONMMUT026822.2 	NONHSAT091143.2
NONMMUT026876.2 	NONHSAT246707.1
NONMMUT026899.2 	NONHSAT196052.1
NONMMUT026914.2 	NONHSAT197411.1
NONMMUT026953.2 	NONHSAT090922.2
NONMMUT026966.2 	NONHSAT245711.1
NONMMUT026970.2 	NONHSAT194235.1
NONMMUT026995.2 	NONHSAT121800.2
NONMMUT027000.2 	NONHSAT194224.1
NONMMUT027058.2 	NONHSAT194204.1
NONMMUT027064.2 	NONHSAT090775.2
NONMMUT027116.2 	NONHSAT046673.2
NONMMUT027132.2 	NONHSAT090664.2
NONMMUT027138.2 	NONHSAT195946.1
NONMMUT027182.2 	NONHSAT245661.1
NONMMUT027279.2 	NONHSAT069001.2
NONMMUT027352.2 	NONHSAT244112.1
NONMMUT027363.2 	NONHSAT244125.1
NONMMUT027378.2 	NONHSAT081240.2
NONMMUT027382.2 	NONHSAT244145.1
NONMMUT027417.2 	NONHSAT081285.2
NONMMUT027437.2 	NONHSAT114426.2
NONMMUT027474.2 	NONHSAT191332.1
NONMMUT027509.2 	NONHSAT022617.2
NONMMUT027517.2 	NONHSAT244178.1
NONMMUT027537.2 	NONHSAT190819.1
NONMMUT027558.2 	NONHSAT190828.1
NONMMUT027570.2 	NONHSAT191359.1
NONMMUT027597.2 	NONHSAT081661.2
NONMMUT027622.2 	NONHSAT081678.2
NONMMUT027652.2 	NONHSAT190867.1
NONMMUT027654.2 	NONHSAT190873.1
NONMMUT027681.2 	NONHSAT079430.2
NONMMUT027712.2 	NONHSAT081827.2
NONMMUT027817.2 	NONHSAT190953.1
NONMMUT027862.2 	NONHSAT191835.1
NONMMUT027898.2 	NONHSAT191495.1
NONMMUT028059.2 	NONHSAT239373.1
NONMMUT028075.2 	NONHSAT145690.2
NONMMUT028080.2 	NONHSAT158987.1
NONMMUT028089.2 	NONHSAT251699.1
NONMMUT028111.2 	NONHSAT115821.2
NONMMUT028114.2 	NONHSAT251702.1
NONMMUT028146.2 	NONHSAT116016.2
NONMMUT028182.2 	NONHSAT208401.1
NONMMUT028269.2 	NONHSAT137208.2
NONMMUT028313.2 	NONHSAT252938.1
NONMMUT028380.2 	NONHSAT102968.2
NONMMUT028386.2 	NONHSAT250261.1
NONMMUT028403.2 	NONHSAT076479.2
NONMMUT028404.2 	NONHSAT239140.1
NONMMUT028418.2 	NONHSAT102920.2
NONMMUT028465.2 	NONHSAT142246.2
NONMMUT028478.2 	NONHSAT040669.2
NONMMUT028567.2 	NONHSAT078730.2
NONMMUT028595.2 	NONHSAT236346.1
NONMMUT028616.2 	NONHSAT172563.1
NONMMUT028624.2 	NONHSAT061305.2
NONMMUT028629.2 	NONHSAT147817.2
NONMMUT028636.2 	NONHSAT173519.1
NONMMUT028646.2 	NONHSAT235791.1
NONMMUT028754.2 	NONHSAT236262.1
NONMMUT028759.2 	NONHSAT051830.2
NONMMUT028811.2 	NONHSAT203591.1
NONMMUT028819.2 	NONHSAT249703.1
NONMMUT028820.2 	NONHSAT205033.1
NONMMUT028839.2 	NONHSAT209017.1
NONMMUT028895.2 	NONHSAT207160.1
NONMMUT028901.2 	NONHSAT059597.2
NONMMUT028913.2 	NONHSAT209033.1
NONMMUT028920.2 	NONHSAT209035.1
NONMMUT028956.2 	NONHSAT251094.1
NONMMUT028989.2 	NONHSAT251109.1
NONMMUT029001.2 	NONHSAT209054.1
NONMMUT029012.2 	NONHSAT210435.1
NONMMUT029030.2 	NONHSAT112261.2
NONMMUT029035.2 	NONHSAT207219.1
NONMMUT029106.2 	NONHSAT191878.1
NONMMUT029118.2 	NONHSAT114896.2
NONMMUT029119.2 	NONHSAT179491.1
NONMMUT029127.2 	NONHSAT061484.2
NONMMUT029132.2 	NONHSAT179494.1
NONMMUT029170.2 	NONHSAT115012.2
NONMMUT029208.2 	NONHSAT179412.1
NONMMUT029232.2 	NONHSAT116855.2
NONMMUT029257.2 	NONHSAT208973.1
NONMMUT029268.2 	NONHSAT207140.1
NONMMUT029274.2 	NONHSAT207134.1
NONMMUT029290.2 	NONHSAT108937.2
NONMMUT029308.2 	NONHSAT137648.2
NONMMUT029329.2 	NONHSAT118137.2
NONMMUT029337.2 	NONHSAT108869.2
NONMMUT029383.2 	NONHSAT207112.1
NONMMUT029440.2 	NONHSAT117251.2
NONMMUT029448.2 	NONHSAT207101.1
NONMMUT029473.2 	NONHSAT108677.2
NONMMUT029474.2 	NONHSAT108675.2
NONMMUT029478.2 	NONHSAT118011.2
NONMMUT029481.2 	NONHSAT251026.1
NONMMUT029488.2 	NONHSAT208958.1
NONMMUT029497.2 	NONHSAT116629.2
NONMMUT029517.2 	NONHSAT117691.2
NONMMUT029523.2 	NONHSAT120211.2
NONMMUT029526.2 	NONHSAT029675.2
NONMMUT029532.2 	NONHSAT119308.2
NONMMUT029534.2 	NONHSAT115547.2
NONMMUT029538.2 	NONHSAT068943.2
NONMMUT029550.2 	NONHSAT207058.1
NONMMUT029626.2 	NONHSAT095488.2
